filename,label,targeted_label
59e9bdbb7a3fc4ba.png,517,406
686ea4ec999364ff.png,458,553
cb71a056a8e05bb2.png,319,940
f63d58b5af16091f.png,715,419
d3aa8ee50458c020.png,430,873
2891f4aa2279d369.png,470,404
ae24c23192976a40.png,751,887
348ac56def3ccd35.png,915,532
d46216d31908163e.png,895,784
a8dd9ba15f7b817b.png,805,739
5224fec9ba33b50d.png,603,531
b3c384a2d1a391c0.png,630,455
4a1a488e8a975f7c.png,919,832
d7c1d1632cf0acc7.png,403,872
ca50e3535eb6396c.png,555,928
30e132285c2e960f.png,911,426
ea65c0ff71e7ceb3.png,403,736
200285e90078210b.png,441,740
cec46dbd1fa3473a.png,897,245
6314b953a2f66e36.png,310,773
1f3f949ccbc81c93.png,303,665
04546cc5e537d7cd.png,425,648
73064ceb466612d5.png,718,672
ae78688b32986638.png,912,878
72d85232abd98067.png,470,598
89d8361c6bfe905c.png,603,50
4ca02fd28a5e9703.png,995,238
48762c2cd2ed47e1.png,754,307
b217644382dcd864.png,511,707
c4824f023903731a.png,737,816
629138193e021cdf.png,884,738
7d4186ce0332245d.png,975,935
90dfd75887f3e67b.png,985,44
ed56c7616a8ac010.png,781,567
5d6b9cadb6f9e1cd.png,895,745
a033832d9ff8913b.png,100,356
313ff0037b86260a.png,497,609
afe045d68f1a60d0.png,989,955
b19e2df06dbcccd9.png,672,815
510e5062fef4a993.png,630,292
943274babd06a662.png,668,677
0e83f990a04ed67d.png,821,51
607702d7ef44d081.png,864,346
e9811aebe8bed6e5.png,335,409
380053c506e32105.png,779,513
668bc83a884d24f9.png,2,390
be9a3bea2989a0b4.png,717,676
b74c05ecff5f99d8.png,406,567
7a51c260ca0e83e7.png,547,747
e89d48768917f563.png,458,307
080bec22a6b1d37d.png,759,817
e37b556e8889d2ec.png,751,617
67dd47336dc89421.png,817,948
25f85aadcf248cc1.png,853,889
c3e9a84e039df3ce.png,468,764
0134ba03294509a1.png,981,354
53fe22426ff21243.png,535,778
4053a6a3d0e63c01.png,391,459
3ece3c1f94e4141a.png,331,14
7d253f78ef6f029a.png,682,91
fecd59b8de8ae6f7.png,819,792
24159caf9c5e92be.png,707,742
44982b98ba192bb7.png,321,410
7ca714cdcd5d36d9.png,779,105
cbaff3255afbe83f.png,560,852
fafbad0b3093a886.png,671,314
45315ea51da415ab.png,355,188
1e4bb9fd37654da6.png,819,537
5f3ea3c6b683fb57.png,772,61
ccbcaf10176e78e0.png,922,857
8d17aa69b4fd7b45.png,406,589
c25da85d5d62b000.png,403,218
beb3e55c385feb12.png,814,880
ed3573d0c197fbaf.png,847,189
95d1a6be6786190f.png,890,982
c8abefc975e94b10.png,874,674
be97d1e63c32043e.png,94,229
df2cd1b82d5dec14.png,518,413
024f73e53c3c1f1d.png,579,637
e957c417fcd20c5b.png,819,790
795f5aef9bef8134.png,825,28
422d08407aeed1be.png,113,43
69a39406cb1d2ce5.png,475,45
564de663adeb8cd5.png,557,132
04c1bde5affb7b5b.png,652,679
90f5385a77a49f77.png,703,904
604b54a3b7424d9b.png,938,429
a6535c039bfeba2c.png,535,291
35d67f3f70aeef92.png,979,581
3efa3df701898afd.png,736,999
f08f34c258228251.png,698,607
d47c9aabecda0e12.png,985,198
d97c1f3f1c211d1a.png,978,466
62949c357e429690.png,972,115
9311a098cfb4b946.png,820,191
38d8d105d5e70c80.png,421,754
a28beac14b9037da.png,404,350
fa3aae44c2675e88.png,770,374
44aa69f642b86628.png,879,548
6cc289dc7a8fce86.png,157,999
a92babc0a6436d3b.png,759,654
9fbeb797de1e1639.png,762,510
16179baa1513c701.png,94,504
5a8d5bc9bf40e832.png,518,633
aa4e1cf9cb6e7801.png,895,839
200735f93ea764f2.png,308,284
5d53f9bc389e98ad.png,264,467
5b974695c09ad165.png,990,392
becf3b004177ded6.png,985,456
4f04ca75d7aafc0a.png,839,632
8764eecf6e898c7f.png,483,710
c5f5e09f4f5fd41a.png,403,420
17f3b8a057bc01be.png,858,574
c10f6e0689efbc1c.png,887,296
0e9bdc3ab80b1a71.png,366,334
c17d39b1eba4cc03.png,668,731
ec346009f286ffca.png,119,782
01fa4be27dd11b5d.png,450,828
490df9e021386d29.png,404,350
08fbf75e60a6efb7.png,483,665
fc583c08026e3d74.png,880,587
db6c6671a6924eba.png,406,411
5a6439b10c1f6761.png,319,870
218e02b6cfa0466e.png,698,216
3f8bf287f20333eb.png,972,712
be5543dc68f0b970.png,779,635
87fcc5f70673d3d2.png,698,158
99f175132cd1c6e2.png,933,458
a4f718e554dd18dd.png,975,94
46a489dcff5471a4.png,919,589
38c6124f40b8d845.png,895,18
6740e1e89b5bbab4.png,980,684
54ff02d9dfbf8540.png,883,369
2c9398f44d099e0f.png,521,481
6896a8b78f404dc8.png,979,74
d2d6ae6e0b8a0c31.png,985,600
fccfc3563cd562e1.png,976,655
d3a88c50958b1b5f.png,976,999
513b3032ed1f388c.png,113,541
6217866896fbe2b7.png,698,866
21554e755b9706d2.png,341,75
87a2147620d5e1cb.png,779,289
b86d604067f50613.png,489,997
af3736cca01a2d28.png,317,765
5adb3d985cf217a9.png,404,874
60566d5680497389.png,472,543
1cfa5381359bff9f.png,421,851
cd40b0e46c9da574.png,661,738
e9ecdf28dc1d5a85.png,608,191
821aae58dc96b4b2.png,340,574
715335d5ddfca1f2.png,480,914
1be47d60e0156bbb.png,649,911
8724748782cb6c31.png,75,646
2ba52bcf59097dc8.png,970,849
2ed718f6db9785f8.png,518,842
4a251fb6d80b5137.png,799,81
3617bfc5d06bc196.png,884,553
143c74a57326fd40.png,421,422
d051e0bd46125123.png,668,775
84af93c72781b7f0.png,437,781
a52570066ecc61fd.png,975,582
3e8bf1eee7083f6e.png,630,682
f6d5c95ce7908a58.png,560,871
bfb2aaf48d7fc08c.png,978,952
5528f7330399485f.png,73,211
635ea505879178ed.png,538,922
a8631b077e74f7aa.png,479,485
bb03be3702584eeb.png,671,623
8090736c8299ab28.png,979,893
74b13710bcf4f7f3.png,774,917
ecd3a969dd466349.png,284,692
2abcab3d77d4767e.png,442,519
8c975de17f3247d1.png,649,525
8d86fae18afef4e0.png,37,78
619a9d0eb2acdd82.png,884,842
9ab953cce5c7f879.png,442,366
1c2e9fe8b0b2fdf2.png,57,904
a414ccf5c51454e0.png,829,865
26aa2e6ee43387e7.png,912,740
3302a8c24caf20f4.png,703,547
dd722682a9f2b9dd.png,436,457
6afe58efa85756dc.png,928,848
0ceee9a38409e30c.png,483,711
1df5e1adad21d618.png,404,555
57e62606f02d0251.png,547,645
d0fe8afb55c3c7cd.png,497,777
91d18b353d5b3be2.png,930,25
21b0803c965f76ef.png,919,976
f20783fc38473514.png,385,773
3d6e530955c60759.png,511,891
7e5c847bafc4d50c.png,908,528
0aebe24fc257286e.png,560,314
3c970c84b598f2d9.png,779,596
c6166621198a3de4.png,985,746
134bfd93a04b88b2.png,580,961
4227a6e105cc0588.png,970,140
405dd60729a8c18d.png,847,495
0d29832e5da60f5f.png,972,180
90ab38bb74020d5a.png,646,140
068c5d66662a837a.png,963,772
e5f15610a22098bb.png,671,574
4cd90a6459ce9571.png,718,621
4a0bac33f8e81e60.png,406,856
cc283b8f7f46fbf0.png,573,961
70b9b8ae11327472.png,10,982
5dd8e133e66ecd3a.png,141,345
4dc360d125c9238c.png,526,839
8805b0b20d808c49.png,703,926
15d27dbdc9eeda7f.png,468,764
448a738f6dcba07e.png,562,415
e5948d6294eb8ca3.png,886,675
